epoch,step,train_loss,val_loss,val_reg_loss
0,4,37.010353088378906,,
0,9,18.771533966064453,,
0,14,9.608808517456055,,
0,19,5.643028259277344,,
0,24,4.0427751541137695,,
0,29,3.1477713584899902,,
0,34,2.580362319946289,,
0,39,2.0434956550598145,,
0,44,1.2793362140655518,,
0,49,1.3718786239624023,,
0,54,1.165993571281433,,
0,59,1.1811630725860596,,
0,64,1.1441659927368164,,
0,69,1.115929126739502,,
0,74,1.1082782745361328,,
0,79,1.1011676788330078,,
0,84,1.1398396492004395,,
0,89,0.9547993540763855,,
0,94,1.2668917179107666,,
0,99,1.226696252822876,,
0,104,1.363340973854065,,
0,109,1.3343839645385742,,
0,114,1.2978440523147583,,
0,119,1.3903738260269165,,
0,124,1.268306851387024,,
0,125,,1.1793216466903687,0.7043659687042236
1,129,1.093430757522583,,
1,134,1.1454720497131348,,
1,139,1.1271470785140991,,
1,144,1.1251798868179321,,
1,149,1.0566188097000122,,
1,154,1.0945818424224854,,
1,159,1.0517470836639404,,
1,164,1.0863279104232788,,
1,169,1.113639235496521,,
1,174,1.0283725261688232,,
1,179,1.081411361694336,,
1,184,1.0643064975738525,,
1,189,1.0966453552246094,,
1,194,1.0598948001861572,,
1,199,1.0685316324234009,,
1,204,1.0378203392028809,,
1,209,1.2483354806900024,,
1,214,1.1460896730422974,,
1,219,1.1065009832382202,,
1,224,1.0237501859664917,,
1,229,1.1288740634918213,,
1,234,1.1481895446777344,,
1,239,1.2113598585128784,,
1,244,1.1945273876190186,,
1,249,1.039838194847107,,
1,251,,1.083797574043274,0.7056489586830139
2,254,0.971518337726593,,
2,259,1.0424023866653442,,
2,264,0.9492129683494568,,
2,269,1.0678681135177612,,
2,274,0.9279544949531555,,
2,279,1.0209635496139526,,
2,284,1.0131527185440063,,
2,289,0.9299485683441162,,
2,294,1.0068957805633545,,
2,299,0.9232457876205444,,
2,304,0.8992130756378174,,
2,309,0.881489098072052,,
2,314,0.8654270768165588,,
2,319,0.9527468085289001,,
2,324,0.8752984404563904,,
2,329,0.9144176244735718,,
2,334,0.9868480563163757,,
2,339,1.0150229930877686,,
2,344,1.1406584978103638,,
2,349,1.022814393043518,,
2,354,1.0454024076461792,,
2,359,1.2342416048049927,,
2,364,1.1156824827194214,,
2,369,1.0253856182098389,,
2,374,1.2895880937576294,,
2,377,,1.0565059185028076,0.7034381628036499
3,379,0.9608570337295532,,
3,384,0.9819263815879822,,
3,389,0.980594277381897,,
3,394,1.0357105731964111,,
3,399,0.999036431312561,,
3,404,0.7461748719215393,,
3,409,0.9589660167694092,,
3,414,0.9302653074264526,,
3,419,0.9783086776733398,,
3,424,0.9743044972419739,,
