epoch,step,train_loss,val_loss,val_reg_loss
0,4,31.15306854248047,,
0,9,15.694124221801758,,
0,14,7.467912673950195,,
0,19,4.246958255767822,,
0,24,3.792768716812134,,
0,29,3.225738525390625,,
0,34,2.507554531097412,,
0,39,1.8866592645645142,,
0,44,1.315097689628601,,
0,49,1.392348051071167,,
0,54,1.1850517988204956,,
0,59,1.1668211221694946,,
0,64,1.1307928562164307,,
0,69,1.101823091506958,,
0,74,1.1036120653152466,,
0,79,1.0886567831039429,,
0,84,1.1308517456054688,,
0,89,0.9351351857185364,,
0,94,1.2565124034881592,,
0,99,1.2112313508987427,,
0,104,1.346578598022461,,
0,109,1.3162708282470703,,
0,114,1.282601237297058,,
0,119,1.3725539445877075,,
0,124,1.2509130239486694,,
0,125,,1.1577396392822266,0.7046957612037659
1,129,1.0646498203277588,,
1,134,1.1270893812179565,,
1,139,1.0921239852905273,,
1,144,1.0737385749816895,,
1,149,0.9864004850387573,,
1,154,1.01507568359375,,
1,159,0.9526232481002808,,
1,164,0.9803974032402039,,
1,169,1.0127321481704712,,
1,174,0.9289711713790894,,
1,179,0.9856669902801514,,
1,184,0.964693546295166,,
1,189,0.999183714389801,,
1,194,0.9566726088523865,,
1,199,0.9702528119087219,,
1,204,0.9373876452445984,,
1,209,1.1531249284744263,,
1,214,1.074439287185669,,
1,219,1.0390188694000244,,
1,224,1.0007244348526,,
1,229,1.1102726459503174,,
1,234,1.1374462842941284,,
1,239,1.1979502439498901,,
1,244,1.1858834028244019,,
1,249,1.031288504600525,,
1,251,,1.0697431564331055,0.7037171721458435
2,254,0.9645546674728394,,
2,259,1.03975510597229,,
2,264,0.9417775273323059,,
2,269,1.0676498413085938,,
2,274,0.922211229801178,,
2,279,1.0139694213867188,,
2,284,1.0052413940429688,,
2,289,0.9300061464309692,,
2,294,1.004015564918518,,
2,299,0.9155020117759705,,
2,304,0.8923734426498413,,
2,309,0.8787038922309875,,
2,314,0.8527717590332031,,
2,319,0.9534617066383362,,
2,324,0.871562659740448,,
2,329,0.9060308337211609,,
2,334,0.982912003993988,,
2,339,1.0095514059066772,,
2,344,1.1356946229934692,,
2,349,1.025344729423523,,
2,354,1.0403579473495483,,
2,359,1.2382054328918457,,
2,364,1.1137393712997437,,
2,369,1.0275936126708984,,
2,374,1.2934626340866089,,
2,377,,1.0472619533538818,0.7040393948554993
3,379,0.9563617706298828,,
3,384,0.9765533804893494,,
3,389,0.9757412075996399,,
3,394,1.0329604148864746,,
3,399,0.9950056076049805,,
3,404,0.7294611930847168,,
3,409,0.9533279538154602,,
3,414,0.9257804751396179,,
3,419,0.9759743809700012,,
3,424,0.9723950028419495,,
3,429,0.9200219511985779,,
3,434,0.9589386582374573,,
3,439,0.9188148379325867,,
3,444,0.9614602327346802,,
3,449,0.955903172492981,,
3,454,0.866284191608429,,
3,459,1.0054653882980347,,
3,464,0.9640113711357117,,
3,469,1.0088179111480713,,
3,474,1.0406455993652344,,
3,479,1.1195858716964722,,
3,484,1.0171006917953491,,
3,489,1.031439185142517,,
3,494,0.9822363257408142,,
3,499,1.0137958526611328,,
3,503,,1.0463542938232422,0.7047829031944275
4,504,0.9129914045333862,,
4,509,1.112736701965332,,
4,514,0.977899968624115,,
4,519,1.0160707235336304,,
4,524,0.9713234305381775,,
4,529,0.9745724201202393,,
4,534,0.9210147857666016,,
4,539,0.981879711151123,,
4,544,0.9670656323432922,,
4,549,0.9608821868896484,,
4,554,0.993133544921875,,
4,559,0.9666443467140198,,
4,564,0.9204933047294617,,
4,569,0.8812544941902161,,
4,574,0.9046034812927246,,
4,579,0.8656686544418335,,
4,584,1.0490204095840454,,
4,589,1.0404021739959717,,
4,594,1.0308340787887573,,
4,599,1.1188602447509766,,
4,604,1.160754680633545,,
4,609,1.1183894872665405,,
4,614,1.1543376445770264,,
4,619,1.0313456058502197,,
4,624,1.0770914554595947,,
4,629,1.2259669303894043,,
4,629,,1.0283262729644775,0.7037338614463806
5,634,1.0311956405639648,,
5,639,0.9999366998672485,,
5,644,0.9938404560089111,,
5,649,1.0334786176681519,,
5,654,1.002213954925537,,
5,659,0.8643361926078796,,
5,664,0.9014853239059448,,
5,669,0.8449036478996277,,
5,674,0.854237973690033,,
5,679,1.0120770931243896,,
5,684,0.9076088070869446,,
5,689,0.9490765929222107,,
5,694,0.9200557470321655,,
5,699,0.9103302359580994,,
5,704,0.9141789078712463,,
5,709,0.9200782179832458,,
5,714,0.9629315733909607,,
5,719,0.8299539685249329,,
5,724,1.0981813669204712,,
5,729,1.0536311864852905,,
5,734,1.191391110420227,,
5,739,1.1630390882492065,,
5,744,1.1358835697174072,,
5,749,1.2287582159042358,,
5,754,1.1114411354064941,,
5,755,,1.032941460609436,0.7047861218452454
6,759,0.9419955611228943,,
6,764,1.0243796110153198,,
6,769,0.973878026008606,,
6,774,0.9687061309814453,,
6,779,0.9007289409637451,,
6,784,0.9438768625259399,,
6,789,0.907142698764801,,
6,794,0.9332855343818665,,
6,799,0.9586376547813416,,
6,804,0.8845989108085632,,
6,809,0.9586697816848755,,
6,814,0.9257147908210754,,
6,819,0.9596734046936035,,
6,824,0.9155566692352295,,
6,829,0.9336217045783997,,
6,834,0.9116212129592896,,
6,839,1.1260162591934204,,
6,844,1.0443227291107178,,
6,849,1.00856614112854,,
6,854,0.9856785535812378,,
6,859,1.0806077718734741,,
6,864,1.1144688129425049,,
6,869,1.1728816032409668,,
6,874,1.1625503301620483,,
6,879,1.0071556568145752,,
6,881,,1.032403588294983,0.7049245834350586
7,884,0.9388735890388489,,
7,889,1.0113210678100586,,
7,894,0.9190386533737183,,
7,899,1.0387725830078125,,
7,904,0.8987382650375366,,
7,909,0.9873585104942322,,
7,914,0.9786285758018494,,
7,919,0.9097918272018433,,
7,924,0.9830576181411743,,
7,929,0.8979679346084595,,
7,934,0.8742216229438782,,
7,939,0.8616389036178589,,
7,944,0.8490383625030518,,
7,949,0.9323639273643494,,
7,954,0.8584551811218262,,
7,959,0.8930084705352783,,
7,964,0.9653644561767578,,
7,969,0.9980561137199402,,
7,974,1.1226871013641357,,
7,979,1.0094280242919922,,
7,984,1.027836799621582,,
7,989,1.2390193939208984,,
7,994,1.1002343893051147,,
7,999,1.015161156654358,,
7,1004,1.276271939277649,,
7,1007,,1.0432405471801758,0.7043368220329285
8,1009,0.9439966678619385,,
8,1014,0.9634484648704529,,
8,1019,0.9595089554786682,,
8,1024,1.0165746212005615,,
8,1029,0.9823544025421143,,
8,1034,0.7334719896316528,,
8,1039,0.9410374760627747,,
8,1044,0.9154093861579895,,
8,1049,0.9630012512207031,,
8,1054,0.9590160846710205,,
8,1059,0.9103257060050964,,
8,1064,0.9484114050865173,,
8,1069,0.9091037511825562,,
8,1074,0.9528880715370178,,
8,1079,0.9563289880752563,,
8,1084,0.8536561131477356,,
8,1089,0.997926652431488,,
8,1094,0.9572726488113403,,
8,1099,1.000876545906067,,
8,1104,1.034251093864441,,
8,1109,1.1107033491134644,,
8,1114,1.006941318511963,,
8,1119,1.0267901420593262,,
8,1124,0.9776251912117004,,
8,1129,1.002940058708191,,
8,1133,,1.0275976657867432,0.7040418982505798
9,1134,0.8994723558425903,,
9,1139,1.1033540964126587,,
9,1144,0.9643586277961731,,
9,1149,1.0045374631881714,,
9,1154,0.9647184610366821,,
9,1159,0.9691441059112549,,
9,1164,0.9084309935569763,,
9,1169,0.9764154553413391,,
9,1174,0.9637568593025208,,
9,1179,0.9555687308311462,,
9,1184,0.9861289858818054,,
9,1189,0.9577369689941406,,
9,1194,0.9146724343299866,,
9,1199,0.8706981539726257,,
9,1204,0.8925654888153076,,
9,1209,0.8593518733978271,,
9,1214,1.0243895053863525,,
9,1219,1.0315241813659668,,
9,1224,1.0231738090515137,,
9,1229,1.1123476028442383,,
9,1234,1.1547318696975708,,
9,1239,1.1109867095947266,,
9,1244,1.1516268253326416,,
9,1249,1.0232844352722168,,
9,1254,1.0773121118545532,,
9,1259,1.2459713220596313,,
9,1259,,1.0573604106903076,0.7047906517982483
10,1264,1.0274606943130493,,
10,1269,0.9961085319519043,,
10,1274,0.9861934781074524,,
10,1279,1.0251084566116333,,
10,1284,0.9955192804336548,,
10,1289,0.8606100678443909,,
10,1294,0.8980457782745361,,
10,1299,0.8405916690826416,,
10,1304,0.8788973093032837,,
10,1309,1.0067850351333618,,
10,1314,0.9008918404579163,,
10,1319,0.946488618850708,,
10,1324,0.91705721616745,,
10,1329,0.9090458750724792,,
10,1334,0.9115415811538696,,
10,1339,0.9131063222885132,,
10,1344,0.9620122313499451,,
10,1349,0.8234629034996033,,
10,1354,1.0939418077468872,,
10,1359,1.0493814945220947,,
10,1364,1.1849149465560913,,
10,1369,1.1593095064163208,,
10,1374,1.1303505897521973,,
10,1379,1.2263062000274658,,
10,1384,1.1080271005630493,,
10,1385,,1.0731432437896729,0.7034226655960083
11,1389,0.934264600276947,,
11,1394,1.0173882246017456,,
11,1399,0.9703990817070007,,
11,1404,0.9688804745674133,,
11,1409,0.9004623889923096,,
11,1414,0.9382501244544983,,
11,1419,0.9025521278381348,,
11,1424,0.9263730645179749,,
11,1429,0.9553322196006775,,
11,1434,0.8791844248771667,,
11,1439,0.952318549156189,,
11,1444,0.9258824586868286,,
11,1449,0.9532392024993896,,
11,1454,0.9109534621238708,,
11,1459,0.9277931451797485,,
11,1464,0.9096426367759705,,
11,1469,1.1188175678253174,,
11,1474,1.0426545143127441,,
11,1479,1.003857970237732,,
11,1484,0.97397381067276,,
11,1489,1.081128478050232,,
11,1494,1.1076328754425049,,
11,1499,1.1709299087524414,,
11,1504,1.162526249885559,,
11,1509,1.0065600872039795,,
11,1511,,1.0793132781982422,0.7043057680130005
12,1514,0.9365841150283813,,
